agent_name,inventory,backlog,demand_trend,placed_order,weekly_cost
Wholesaler,64,62,22.333333333333332,160,292
Retailer,60,0,22.333333333333332,58,69
Distributor,28,160,22.0,128,1370
Wholesaler,2,58,22.0,142,71
Retailer,69,0,22.0,11,110
Distributor,0,274,24.0,200,1260
Wholesaler,16,11,24.0,78,33
Retailer,110,0,24.0,0,142
Distributor,0,252,26.75,200,760
Wholesaler,33,0,26.75,0,198
Retailer,142,0,26.75,13,120
Distributor,0,152,24.25,200,260
Wholesaler,133,13,24.25,0,290
Retailer,120,0,24.25,14,103
Distributor,0,52,36.0,104,48
Wholesaler,220,14,36.0,0,906
Retailer,103,0,36.0,120,48
Distributor,48,0,38.0,0,148
Wholesaler,306,120,38.0,0,768
Retailer,48,0,38.0,106,28
Distributor,148,0,36.0,0,618
Wholesaler,238,106,36.0,74,142
Retailer,28,0,36.0,2,123
Distributor,248,74,36.5,0,274
Wholesaler,132,2,36.5,0,130
Retailer,123,0,36.5,0,210
Distributor,274,0,23.75,0,374
Wholesaler,130,0,23.75,0,204
Retailer,210,0,23.75,0,195
Distributor,374,0,20.5,0,474
Wholesaler,204,0,20.5,0,204
Retailer,195,0,20.5,0,174
Distributor,474,0,23.0,0,550
Wholesaler,204,0,23.0,0,204
Retailer,174,0,23.0,0,139
Distributor,550,0,23.25,0,550
Wholesaler,204,0,23.25,0,209
Retailer,139,0,23.25,1,119
Distributor,550,0,24.5,0,550
Wholesaler,204,1,24.5,0,328
Retailer,119,0,24.5,25,97
Distributor,550,0,23.75,0,550
Wholesaler,203,25,23.75,0,368
Retailer,97,0,23.75,38,80
Distributor,550,0,19.0,0,550
Wholesaler,178,38,19.0,0,275
Retailer,80,0,19.0,27,89
Distributor,550,0,17.75,0,620
Wholesaler,140,27,17.75,14,128
Retailer,89,0,17.75,3,112
Distributor,550,14,19.75,0,536
Wholesaler,113,3,19.75,0,215
Retailer,112,0,19.75,21,109
Distributor,536,0,20.5,0,626
Wholesaler,110,21,20.5,18,253
Retailer,109,0,20.5,30,91
Distributor,536,18,20.75,0,803
Wholesaler,103,30,20.75,57,183
Retailer,91,0,20.75,22,95
Distributor,518,57,21.5,0,726
Wholesaler,73,22,21.5,53,124
Retailer,95,0,21.5,11,107
Distributor,461,53,22.75,0,408
Wholesaler,69,11,22.75,0,320
Retailer,107,0,22.75,41,94
Distributor,408,0,23.5,0,478
Wholesaler,115,41,23.5,14,342
Retailer,94,0,23.5,43,81
Distributor,408,14,27.5,0,689
Wholesaler,127,43,27.5,59,304
Retailer,81,0,27.5,44,89
Distributor,394,59,28.25,0,785
Wholesaler,84,44,28.25,90,104
Retailer,89,0,28.25,10,111
Distributor,335,90,27.5,0,280
Wholesaler,54,10,27.5,7,148
Retailer,111,0,27.5,9,123
Distributor,245,7,25.75,0,238
Wholesaler,103,9,25.75,0,189
Retailer,123,0,25.75,1,116
Distributor,238,0,24.0,0,238
Wholesaler,184,1,24.0,0,325
Retailer,116,0,24.0,27,99
Distributor,238,0,24.0,0,238
Wholesaler,190,27,24.0,0,373
Retailer,99,0,24.0,42,79
Distributor,238,0,22.0,0,343
Wholesaler,163,42,22.0,21,331
Retailer,79,0,22.0,42,82
Distributor,238,21,23.5,0,532
Wholesaler,121,42,23.5,63,189
Retailer,82,0,23.5,22,101
Distributor,217,63,22.5,9,374
Wholesaler,79,22,22.5,44,83
Retailer,101,0,22.5,1,121
Distributor,154,44,25.75,34,110
Wholesaler,78,1,25.75,0,265
Retailer,121,0,25.75,25,109
Distributor,110,0,28.25,0,119
Wholesaler,140,25,28.25,0,449
Retailer,109,0,28.25,58,76
Distributor,119,0,31.0,0,438
Wholesaler,159,58,31.0,57,436
Retailer,76,0,31.0,67,67
Distributor,153,57,33.5,61,761
Wholesaler,101,67,33.5,133,229
Retailer,67,0,33.5,39,93
Distributor,96,133,31.0,196,620
Wholesaler,34,39,31.0,87,52
Retailer,93,0,31.0,0,136
Distributor,0,124,30.75,161,315
Wholesaler,52,0,30.75,0,148
Retailer,136,0,30.75,0,142
Distributor,0,63,26.75,126,37
Wholesaler,148,0,26.75,0,209
Retailer,142,0,26.75,0,124
Distributor,37,0,27.5,0,137
Wholesaler,209,0,27.5,0,502
Retailer,124,0,27.5,46,89
Distributor,137,0,29.75,0,237
Wholesaler,272,46,29.75,0,611
Retailer,89,0,29.75,77,56
Distributor,237,0,26.5,0,477
Wholesaler,226,77,26.5,28,339
Retailer,56,0,26.5,38,82
Distributor,337,28,27.25,0,527
Wholesaler,149,38,27.25,27,111
Retailer,82,0,27.25,0,138
Distributor,392,27,23.25,0,365
Wholesaler,111,0,23.25,0,139
Retailer,138,0,23.25,0,157
Distributor,365,0,22.0,0,365
Wholesaler,139,0,22.0,0,166
Retailer,157,0,22.0,0,129
Distributor,365,0,23.75,0,365
Wholesaler,166,0,23.75,0,291
Retailer,129,0,23.75,25,102
Distributor,365,0,23.75,0,365
Wholesaler,166,25,23.75,0,341
Retailer,102,0,23.75,40,81
Distributor,365,0,27.0,0,560
Wholesaler,141,40,27.0,39,391
Retailer,81,0,27.0,58,74
Distributor,365,39,36.0,0,901
Wholesaler,101,58,36.0,115,613
Retailer,74,0,36.0,114,50
Distributor,326,115,37.0,4,1121
Wholesaler,43,114,37.0,182,430
Retailer,50,0,37.0,54,77
Distributor,211,182,40.25,253,814
Wholesaler,0,86,40.25,157,74
Retailer,77,0,40.25,9,125
Distributor,29,157,40.75,133,620
Wholesaler,29,9,40.75,0,202
Retailer,125,0,40.75,0,177
Distributor,0,124,30.25,200,120
Wholesaler,202,0,30.25,0,235
Retailer,177,0,30.25,0,164
Distributor,0,24,38.25,48,76
Wholesaler,235,0,38.25,0,645
Retailer,164,0,38.25,62,101
Distributor,76,0,37.0,0,176
Wholesaler,335,62,37.0,0,582
Retailer,101,0,37.0,57,72
Distributor,176,0,33.75,0,276
Wholesaler,297,57,33.75,0,280
Retailer,72,0,33.75,8,113
Distributor,276,0,32.75,0,376
Wholesaler,240,8,32.75,0,232
Retailer,113,0,32.75,0,152
Distributor,376,0,21.0,0,476
Wholesaler,232,0,21.0,0,232
Retailer,152,0,21.0,0,144
Distributor,476,0,21.75,0,510
Wholesaler,232,0,21.75,0,332
Retailer,144,0,21.75,20,112
Distributor,510,0,20.75,0,510
Wholesaler,232,20,20.75,0,322
Retailer,112,0,20.75,22,95
Distributor,510,0,21.75,0,510
Wholesaler,212,22,21.75,0,335
Retailer,95,0,21.75,29,93
Distributor,510,0,24.25,0,510
Wholesaler,190,29,24.25,0,346
Retailer,93,0,24.25,37,89
Distributor,510,0,22.75,0,575
Wholesaler,161,37,22.75,13,294
Retailer,89,0,22.75,34,92
Distributor,510,13,23.25,0,717
Wholesaler,124,34,23.25,44,135
Retailer,92,0,23.25,9,110
Distributor,497,44,21.5,0,528
Wholesaler,90,9,21.5,15,94
Retailer,110,0,21.5,0,129
Distributor,453,15,20.5,0,438
Wholesaler,94,0,20.5,0,168
Retailer,129,0,20.5,6,116
Distributor,438,0,20.5,0,438
Wholesaler,138,6,20.5,0,327
Retailer,116,0,20.5,36,90
Distributor,438,0,24.5,0,563
Wholesaler,147,36,24.5,25,481
Retailer,90,0,24.5,74,61
Distributor,438,25,25.0,0,1098
Wholesaler,111,74,25.0,137,222
Retailer,61,0,25.0,37,80
Distributor,413,137,28.0,0,836
Wholesaler,37,37,28.0,112,95
Retailer,80,0,28.0,14,120
Distributor,276,112,28.25,48,164
Wholesaler,25,14,28.25,0,148
Retailer,120,0,28.25,0,130
Distributor,164,0,23.5,0,164
Wholesaler,148,0,23.5,0,260
Retailer,130,0,23.5,0,128
Distributor,164,0,24.5,0,212
Wholesaler,260,0,24.5,0,330
Retailer,128,0,24.5,14,107
Distributor,212,0,19.75,0,212
Wholesaler,260,14,19.75,0,361
Retailer,107,0,19.75,23,92
Distributor,212,0,17.5,0,212
Wholesaler,246,23,17.5,0,373
Retailer,92,0,17.5,30,88
Distributor,212,0,19.5,0,212
Wholesaler,223,30,19.5,0,378
Retailer,88,0,19.5,37,87
Distributor,212,0,21.75,0,212
Wholesaler,193,37,21.75,0,371
Retailer,87,0,21.75,43,87
Distributor,212,0,24.25,0,362
Wholesaler,156,43,24.25,30,243
Retailer,87,0,24.25,26,99
Distributor,212,30,27.5,0,377
Wholesaler,113,26,27.5,39,187
Retailer,99,0,27.5,20,111
Distributor,182,39,30.0,0,258
Wholesaler,87,20,30.0,23,252
Retailer,111,0,30.0,31,103
Distributor,143,23,27.5,3,250
Wholesaler,97,31,27.5,26,190
Retailer,103,0,27.5,17,103
Distributor,120,26,25.5,32,124
Wholesaler,105,17,25.5,6,111
Retailer,103,0,25.5,0,117
Distributor,94,6,26.0,15,91
Wholesaler,111,0,26.0,0,297
Retailer,117,0,26.0,32,101
Distributor,91,0,23.5,0,228
Wholesaler,137,32,23.5,21,346
Retailer,101,0,23.5,47,77
Distributor,123,21,27.25,4,532
Wholesaler,111,47,27.25,83,369
Retailer,77,0,27.25,61,74
Distributor,117,83,31.75,149,719
Wholesaler,64,61,31.75,137,269
Retailer,74,0,31.75,49,86
Distributor,34,137,27.25,138,950
Wholesaler,24,49,27.25,91,58
Retailer,86,0,27.25,0,132
Distributor,0,190,25.5,200,470
Wholesaler,58,0,25.5,4,96
Retailer,132,0,25.5,0,164
Distributor,0,94,21.75,188,6
Wholesaler,96,0,21.75,0,196
Retailer,164,0,21.75,0,144
Distributor,6,0,31.5,0,106
Wholesaler,196,0,31.5,0,810
Retailer,144,0,31.5,104,70
Distributor,106,0,32.25,0,296
Wholesaler,290,104,32.25,18,516
Retailer,70,0,32.25,66,52
Distributor,206,18,32.75,0,518
Wholesaler,186,66,32.75,46,120
Retailer,52,0,32.75,0,137
Distributor,288,46,35.75,0,342
Wholesaler,120,0,35.75,0,138
Retailer,137,0,35.75,0,171
Distributor,342,0,21.5,0,417
Wholesaler,138,0,21.5,0,184
Retailer,171,0,21.5,0,154
Distributor,417,0,24.75,0,417
Wholesaler,184,0,24.75,0,224
Retailer,154,0,24.75,8,123
Distributor,417,0,26.75,0,417
Wholesaler,184,8,26.75,0,331
Retailer,123,0,26.75,31,96
Distributor,417,0,22.5,0,417
Wholesaler,176,31,22.5,0,275
Retailer,96,0,22.5,26,89
Distributor,417,0,22.25,0,452
Wholesaler,145,26,22.25,7,179
Retailer,89,0,22.25,12,104
Distributor,100,0,29.0,0,100
Wholesaler,100,0,29.0,0,390
Retailer,100,0,29.0,58,71
Distributor,100,0,24.0,0,680
Wholesaler,100,58,24.0,116,377
Retailer,71,0,24.0,67,52
Distributor,100,116,25.0,200,790
Wholesaler,42,67,25.0,142,345
Retailer,52,0,25.0,44,83
Distributor,0,158,26.0,100,1480
Wholesaler,0,69,26.0,138,196
Retailer,83,0,26.0,33,96
Distributor,0,296,24.75,200,1635
Wholesaler,31,33,24.75,131,10
Retailer,96,0,24.75,0,141
Distributor,0,327,26.5,200,1155
Wholesaler,0,2,26.5,4,98
Retailer,141,0,26.5,0,146
Distributor,0,231,26.75,200,655
Wholesaler,98,0,26.75,0,238
Retailer,146,0,26.75,8,120
Distributor,0,131,24.75,200,155
Wholesaler,198,8,24.75,0,400
Retailer,120,0,24.75,22,99
Distributor,0,31,38.0,62,69
Wholesaler,290,22,38.0,0,1103
Retailer,99,0,38.0,147,30
Distributor,69,0,35.25,0,169
Wholesaler,368,147,35.25,0,642
Retailer,30,0,35.25,78,37
Distributor,169,0,32.0,0,289
Wholesaler,252,78,32.0,4,174
Retailer,37,0,32.0,0,169
Distributor,269,4,31.0,0,365
Wholesaler,174,0,31.0,0,174
Retailer,169,0,31.0,0,230
Distributor,365,0,17.0,0,465
Wholesaler,174,0,17.0,0,178
Retailer,230,0,17.0,0,209
Distributor,465,0,17.75,0,565
Wholesaler,178,0,17.75,0,178
Retailer,209,0,17.75,0,191
Distributor,565,0,19.0,0,665
Wholesaler,178,0,19.0,0,178
Retailer,191,0,19.0,0,171
Distributor,665,0,23.25,0,727
Wholesaler,178,0,23.25,0,178
Retailer,171,0,23.25,0,137
Distributor,727,0,24.5,0,727
Wholesaler,178,0,24.5,0,253
Retailer,137,0,24.5,15,111
Distributor,727,0,25.25,0,727
Wholesaler,178,15,25.25,0,318
Retailer,111,0,25.25,31,90
Distributor,727,0,27.75,0,727
Wholesaler,163,31,27.75,0,407
Retailer,90,0,27.75,55,75
Distributor,727,0,36.25,0,1117
Wholesaler,132,55,36.25,78,727
Retailer,75,0,36.25,130,38
Distributor,727,78,34.5,0,1534
Wholesaler,77,130,34.5,177,490
Retailer,38,0,34.5,45,74
Distributor,649,177,35.25,0,1362
Wholesaler,0,98,35.25,178,100
Retailer,74,0,35.25,0,127
Distributor,472,178,35.5,0,294
Wholesaler,0,20,35.5,0,157
Retailer,127,0,35.5,0,174
Distributor,294,0,27.0,0,294
Wholesaler,157,0,27.0,0,335
Retailer,174,0,27.0,0,160
Distributor,294,0,28.75,0,294
Wholesaler,335,0,28.75,0,335
Retailer,160,0,28.75,0,134
Distributor,294,0,28.0,0,294
Wholesaler,335,0,28.0,0,375
Retailer,134,0,28.0,8,113
Distributor,294,0,28.5,0,294
Wholesaler,335,8,28.5,0,592
Retailer,113,0,28.5,53,80
Distributor,294,0,25.5,0,294
Wholesaler,327,53,25.5,0,554
Retailer,80,0,25.5,56,66
Distributor,294,0,24.5,0,294
Wholesaler,274,56,24.5,0,343
Retailer,66,0,24.5,25,97
Distributor,294,0,23.0,0,294
Wholesaler,218,25,23.0,0,193
Retailer,97,0,23.0,0,138
Distributor,294,0,20.25,0,294
Wholesaler,193,0,20.25,0,193
Retailer,138,0,20.25,0,141
Distributor,294,0,21.25,0,294
Wholesaler,193,0,21.25,0,248
Retailer,141,0,21.25,11,115
Distributor,294,0,24.0,0,294
Wholesaler,193,11,24.0,0,437
Retailer,115,0,24.0,51,82
Distributor,294,0,26.5,0,394
Wholesaler,182,51,26.5,20,416
Retailer,82,0,26.5,57,68
Distributor,294,20,26.25,0,689
Wholesaler,131,57,26.25,83,189
Retailer,68,0,26.25,23,98
Distributor,274,83,25.0,0,451
Wholesaler,74,23,25.0,52,71
Retailer,98,0,25.0,0,134
Distributor,191,52,24.25,13,139
Wholesaler,71,0,24.25,0,169
Retailer,134,0,24.25,3,127
Distributor,139,0,22.0,0,139
Wholesaler,154,3,22.0,0,228
Retailer,127,0,22.0,5,111
Distributor,139,0,24.25,0,152
Wholesaler,203,5,24.25,0,428
Retailer,111,0,24.25,46,84
Distributor,152,0,24.25,0,152
Wholesaler,198,46,24.25,0,417
Retailer,84,0,24.25,53,68
Distributor,152,0,25.5,0,422
Wholesaler,152,53,25.5,54,379
Retailer,68,0,25.5,56,79
Distributor,152,54,25.5,56,663
Wholesaler,99,56,25.5,113,43
Retailer,79,0,25.5,0,116
Distributor,98,113,22.75,198,90
Wholesaler,43,0,22.75,3,97
Retailer,116,0,22.75,0,153
Distributor,0,18,23.25,80,38
Wholesaler,97,0,23.25,0,195
Retailer,153,0,23.25,0,130
Distributor,38,0,21.25,0,138
Wholesaler,195,0,21.25,0,333
Retailer,130,0,21.25,24,103
Distributor,138,0,21.5,0,238
Wholesaler,213,24,21.5,0,344
Retailer,103,0,21.5,31,86
Distributor,238,0,22.0,0,316
Wholesaler,189,31,22.0,0,318
Retailer,86,0,22.0,32,89
Distributor,316,0,23.75,0,346
Wholesaler,158,32,23.75,6,326
Retailer,89,0,23.75,40,90
Distributor,316,6,22.75,0,580
Wholesaler,126,40,22.75,54,206
Retailer,90,0,22.75,24,99
Distributor,310,54,24.5,0,536
Wholesaler,86,24,24.5,56,113
Retailer,99,0,24.5,9,115
Distributor,256,56,23.0,0,200
Wholesaler,68,9,23.0,0,113
Retailer,115,0,23.0,0,124
Distributor,200,0,21.25,0,200
Wholesaler,113,0,21.25,0,234
Retailer,124,0,21.25,13,110
Distributor,200,0,20.25,0,200
Wholesaler,169,13,20.25,0,296
Retailer,110,0,20.25,28,91
Distributor,200,0,22.5,0,200
Wholesaler,156,28,22.5,0,438
Retailer,91,0,22.5,62,71
Distributor,200,0,26.0,0,680
Wholesaler,128,62,26.0,96,361
Retailer,71,0,26.0,59,70
Distributor,200,96,24.5,92,864
Wholesaler,66,59,24.5,152,17
Retailer,70,0,24.5,2,115
Distributor,104,152,24.0,204,245
Wholesaler,7,2,24.0,1,101
Retailer,115,0,24.0,0,157
Distributor,0,49,20.0,106,43
Wholesaler,101,0,20.0,0,205
Retailer,157,0,20.0,0,142
Distributor,43,0,17.25,0,143
Wholesaler,205,0,17.25,0,254
Retailer,142,0,17.25,0,124
Distributor,143,0,19.5,0,243
Wholesaler,254,0,19.5,0,394
Retailer,124,0,19.5,28,98
Distributor,243,0,20.25,0,343
Wholesaler,254,28,20.25,0,436
Retailer,98,0,20.25,42,78
Distributor,343,0,33.75,0,353
Wholesaler,226,42,33.75,0,864
Retailer,78,0,33.75,136,35
Distributor,353,0,37.75,0,1293
Wholesaler,184,136,37.75,188,503
Retailer,35,0,37.75,91,43
Distributor,353,188,39.5,123,905
Wholesaler,48,91,39.5,148,215
Retailer,43,0,39.5,0,146
Distributor,165,148,40.0,231,17
Wholesaler,0,43,40.0,0,145
Retailer,146,0,40.0,0,172
Distributor,17,0,26.0,0,117
Wholesaler,145,0,26.0,0,293
Retailer,172,0,26.0,0,200
Distributor,117,0,24.5,0,217
Wholesaler,293,0,24.5,0,293
Retailer,200,0,24.5,0,172
Distributor,217,0,22.25,0,317
Wholesaler,293,0,22.25,0,293
Retailer,172,0,22.25,0,148
Distributor,317,0,25.25,0,371
Wholesaler,293,0,25.25,0,393
Retailer,148,0,25.25,20,114
Distributor,371,0,26.25,0,371
Wholesaler,293,20,26.25,0,393
Retailer,114,0,26.25,24,95
Distributor,371,0,27.5,0,371
Wholesaler,273,24,27.5,0,504
Retailer,95,0,27.5,51,82
Distributor,371,0,29.75,0,371
Wholesaler,249,51,29.75,0,498
Retailer,82,0,29.75,60,73
Distributor,371,0,34.0,0,481
Wholesaler,198,60,34.0,22,528
Retailer,73,0,34.0,78,73
Distributor,371,22,34.0,0,939
Wholesaler,138,78,34.0,118,85
Retailer,73,0,34.0,5,114
Distributor,349,118,30.75,0,371
Wholesaler,60,5,30.75,28,77
Retailer,114,0,30.75,0,172
Distributor,231,28,30.25,0,203
Wholesaler,77,0,30.25,0,195
Retailer,172,0,30.25,0,146
Distributor,203,0,21.5,0,203
Wholesaler,195,0,21.5,0,223
Retailer,146,0,21.5,0,130
Distributor,203,0,25.25,0,203
Wholesaler,223,0,25.25,0,413
Retailer,130,0,25.25,38,96
Distributor,203,0,25.25,0,203
Wholesaler,223,38,25.25,0,405
Retailer,96,0,25.25,44,76
Distributor,203,0,25.5,0,218
Wholesaler,185,44,25.5,3,391
Retailer,76,0,25.5,50,82
Distributor,203,3,27.25,0,495
Wholesaler,141,50,27.25,59,191
Retailer,82,0,27.25,20,103
Distributor,200,59,23.5,18,371
Wholesaler,91,20,23.5,46,74
Retailer,103,0,23.5,0,134
Distributor,141,46,23.75,51,95
Wholesaler,74,0,23.75,0,133
Retailer,134,0,23.75,0,133
Distributor,95,0,22.25,0,113
Wholesaler,133,0,22.25,0,274
Retailer,133,0,22.25,19,107
Distributor,113,0,25.0,0,164
Wholesaler,179,19,25.0,0,465
Retailer,107,0,25.0,61,73
Distributor,164,0,24.5,0,474
Wholesaler,160,61,24.5,62,309
Retailer,73,0,24.5,42,75
Distributor,164,62,25.5,60,527
Wholesaler,99,42,25.5,85,127
Retailer,75,0,25.5,14,111
Distributor,102,85,23.25,168,62
Wholesaler,57,14,23.25,9,105
Retailer,111,0,23.25,0,136
Distributor,17,9,22.75,41,68
Wholesaler,105,0,22.75,0,260
Retailer,136,0,22.75,14,118
Distributor,68,0,26.0,0,168
Wholesaler,190,14,26.0,0,395
Retailer,118,0,26.0,42,88
Distributor,168,0,27.0,0,268
Wholesaler,185,42,27.0,0,423
Retailer,88,0,27.0,56,73
Distributor,268,0,27.5,0,622
Wholesaler,143,56,27.5,69,202
Retailer,73,0,27.5,23,96
Distributor,277,69,33.75,0,503
Wholesaler,87,23,33.75,59,374
Retailer,96,0,33.75,62,95
Distributor,208,59,30.0,10,604
Wholesaler,64,62,30.0,91,131
Retailer,95,0,30.0,12,103
Distributor,149,91,31.5,133,58
Wholesaler,71,12,31.5,0,143
Retailer,103,0,31.5,5,130
Distributor,58,0,32.0,32,68
Wholesaler,118,5,32.0,0,204
Retailer,130,0,32.0,0,121
Distributor,68,0,25.0,0,168
Wholesaler,204,0,25.0,0,364
Retailer,121,0,25.0,32,97
Distributor,168,0,25.25,0,233
Wholesaler,204,32,25.25,0,347
Retailer,97,0,25.25,35,81
Distributor,233,0,24.75,0,233
Wholesaler,172,35,24.75,0,402
Retailer,81,0,24.75,53,80
Distributor,233,0,28.0,0,578
Wholesaler,137,53,28.0,69,349
Retailer,80,0,28.0,53,81
Distributor,100,0,21.0,0,100
Wholesaler,100,0,21.0,0,310
Retailer,100,0,21.0,42,79
Distributor,100,0,22.5,0,520
Wholesaler,100,42,22.5,84,403
Retailer,79,0,22.5,69,55
Distributor,100,84,22.666666666666668,168,806
Wholesaler,58,69,22.666666666666668,158,300
Retailer,55,0,22.666666666666668,49,74
Distributor,16,158,25.0,116,1390
Wholesaler,0,60,25.0,136,184
Retailer,74,0,25.0,32,100
Distributor,0,278,24.25,200,1510
Wholesaler,24,32,24.25,124,8
Retailer,100,0,24.25,0,142
Distributor,0,302,22.75,200,1010
Wholesaler,8,0,22.75,0,108
Retailer,142,0,22.75,0,156
Distributor,0,202,25.0,200,510
Wholesaler,108,0,25.0,0,248
Retailer,156,0,25.0,8,124
Distributor,0,102,21.75,200,10
Wholesaler,208,8,21.75,0,370
Retailer,124,0,21.75,14,105
Distributor,0,2,21.5,4,98
Wholesaler,300,14,21.5,0,491
Retailer,105,0,21.5,21,96
Distributor,98,0,24.25,0,198
Wholesaler,386,21,24.25,0,607
Retailer,96,0,24.25,48,81
Distributor,198,0,21.75,0,298
Wholesaler,367,48,21.75,0,529
Retailer,81,0,21.75,42,80
Distributor,298,0,25.5,0,398
Wholesaler,319,42,25.5,0,477
Retailer,80,0,25.5,40,94
Distributor,398,0,29.0,0,498
Wholesaler,277,40,29.0,0,367
Retailer,94,0,29.0,26,105
Distributor,498,0,27.75,0,598
Wholesaler,237,26,27.75,0,226
Retailer,105,0,27.75,3,121
Distributor,598,0,26.5,0,686
Wholesaler,211,3,26.5,0,208
Retailer,121,0,26.5,0,130
Distributor,686,0,22.75,0,686
Wholesaler,208,0,22.75,0,233
Retailer,130,0,22.75,5,114
Distributor,686,0,18.75,0,686
Wholesaler,208,5,18.75,0,283
Retailer,114,0,18.75,16,99
Distributor,686,0,16.5,0,686
Wholesaler,203,16,16.5,0,317
Retailer,99,0,16.5,26,89
Distributor,686,0,20.75,0,686
Wholesaler,187,26,20.75,0,476
Retailer,89,0,20.75,63,71
Distributor,686,0,22.75,0,1011
Wholesaler,161,63,22.75,65,383
Retailer,71,0,22.75,57,70
Distributor,686,65,24.25,0,1201
Wholesaler,98,57,24.25,116,86
Retailer,70,0,24.25,9,112
Distributor,621,116,27.25,0,565
Wholesaler,41,9,27.25,12,97
Retailer,112,0,27.25,0,142
Distributor,505,12,23.75,0,493
Wholesaler,97,0,23.75,0,213
Retailer,142,0,23.75,0,131
Distributor,493,0,24.5,0,493
Wholesaler,213,0,24.5,0,370
Retailer,131,0,24.5,29,101
Distributor,493,0,23.75,0,493
Wholesaler,225,29,23.75,0,371
Retailer,101,0,23.75,35,83
Distributor,493,0,21.75,0,493
Wholesaler,196,35,21.75,0,291
Retailer,83,0,21.75,26,93
Distributor,493,0,25.25,0,493
Wholesaler,161,26,25.25,0,335
Retailer,93,0,25.25,40,94
Distributor,493,0,24.5,0,718
Wholesaler,135,40,24.5,45,265
Retailer,94,0,24.5,34,93
Distributor,493,45,24.0,0,813
Wholesaler,95,34,24.0,73,61
Retailer,93,0,24.0,0,117
Distributor,448,73,23.5,0,375
Wholesaler,61,0,23.5,0,106
Retailer,117,0,23.5,0,134
Distributor,375,0,19.25,0,375
Wholesaler,106,0,19.25,0,179
Retailer,134,0,19.25,0,117
Distributor,375,0,30.75,0,375
Wholesaler,179,0,30.75,0,824
Retailer,117,0,30.75,129,44
Distributor,375,0,30.5,0,1270
Wholesaler,179,129,30.5,179,480
Retailer,44,0,30.5,86,29
Distributor,375,179,30.25,83,946
Wholesaler,50,86,30.25,150,180
Retailer,29,0,30.25,0,142
Distributor,196,150,31.25,204,46
Wholesaler,0,36,31.25,0,143
Retailer,142,0,31.25,0,171
Distributor,46,0,17.0,0,129
Wholesaler,143,0,17.0,0,293
Retailer,171,0,17.0,0,191
Distributor,129,0,20.25,0,229
Wholesaler,293,0,20.25,0,293
Retailer,191,0,20.25,0,163
Distributor,229,0,21.0,0,329
Wholesaler,293,0,21.0,0,293
Retailer,163,0,21.0,0,144
Distributor,329,0,21.0,0,333
Wholesaler,293,0,21.0,0,293
Retailer,144,0,21.0,0,123
Distributor,333,0,24.25,0,333
Wholesaler,293,0,24.25,0,468
Retailer,123,0,24.25,35,94
Distributor,333,0,22.0,0,333
Wholesaler,293,35,22.0,0,478
Retailer,94,0,22.0,44,75
Distributor,333,0,22.25,0,333
Wholesaler,258,44,22.25,0,364
Retailer,75,0,22.25,30,90
Distributor,333,0,21.25,0,333
Wholesaler,214,30,21.25,0,184
Retailer,90,0,21.25,0,117
Distributor,333,0,20.5,0,333
Wholesaler,184,0,20.5,0,209
Retailer,117,0,20.5,5,121
Distributor,333,0,22.5,0,333
Wholesaler,184,5,22.5,0,344
Retailer,121,0,22.5,33,94
Distributor,333,0,25.75,0,333
Wholesaler,179,33,25.75,0,481
Retailer,94,0,25.75,67,66
Distributor,333,0,27.5,0,773
